State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Potential Pests
Tamil Nadu,SIVAGANGA,2000,Kharif,Urad,2579,1336,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,2000,Rabi,Gram,161,87,"Wilt, black rust and mould"
Tamil Nadu,SIVAGANGA,2000,Whole Year,Banana,127,4445,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,2000,Whole Year,Cashewnut,4288,1351,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,2000,Whole Year,Dry chillies,4910,1262,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,2000,Whole Year,Sugarcane,7050,629501,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,2001,Kharif,Arhar/Tur,302,200,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,2001,Kharif,Bajra,26,50,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,2001,Kharif,Cotton(lint),214,350,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,2001,Kharif,Groundnut,5757,9680,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,2001,Kharif,Jowar,158,150,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,2001,Kharif,Moong(Green Gram),92,40,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,2001,Kharif,Ragi,218,420,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,2001,Kharif,Rice,77246,159610,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,2001,Kharif,Sesamum,307,130,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,2001,Kharif,Urad,283,110,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,2001,Whole Year,Sugarcane,5033,435900,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,2002,Kharif,Arhar/Tur,181,99,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,2002,Kharif,Bajra,3,2,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,2002,Kharif,Cotton(lint),217,503,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,2002,Kharif,Groundnut,5022,8067,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,2002,Kharif,Horse-gram,65,17,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,2002,Kharif,Jowar,76,52,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,2002,Kharif,Moong(Green Gram),46,20,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,2002,Kharif,Other Kharif pulses,506,93,"Blight, wilt and root rot"
Tamil Nadu,SIVAGANGA,2002,Kharif,Ragi,312,457,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,2002,Kharif,Rice,79744,139339,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,2002,Kharif,Sesamum,112,38,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,2002,Kharif,Small millets,34,21,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SIVAGANGA,2002,Kharif,Urad,277,111,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,2002,Kharif,Varagu,2,2,"Head smut, ergot disease and rust"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Banana,690,25498,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Ber,6,0,"Fruit rot, powdery mildew and sooty mould"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Bhindi,8,60,"Damping off, powdery mildew and wilt"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Bitter Gourd,1,0,"Yellow mosaic virus, wilt, leaf spot and root knot"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Brinjal,68,519,"Damping Off, blight and leaf spot"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Cashewnut,4973,939,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Citrus Fruit,19,21,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Coconut,5861,36100,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Coriander,3,1,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SIVAGANGA,2002,Whole Year,Cucumber,10,0,"Anthracnose, downy mildew and gummy stem blight"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Drum Stick,1,0,"Damping off and twig canker"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Dry chillies,3750,546,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Jack Fruit,44,498,"Soft rot, die back and leaf spot."
Tamil Nadu,SIVAGANGA,2002,Whole Year,Lab-Lab,1,0,"Bacterial leaf spot and blight"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Mango,1334,7993,"Anthracnose, powdery mildew and die back disease"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Onion,14,118,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Orange,1,2,"Greening disease and citrus canker"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Other Citrus Fruit,162,0,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Other Fresh Fruits,106,0,"Citrus decline, apple scab, mango malformation, guava wilt, fire blights, banana bunchy top and wilt, brown rots of stone fruits, crown galls, downy and powdery mildews"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Other Vegetables,19,0,"Anthracnose, leaf spot,wilt and blight"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Pome Fruit,239,1250,"Apple scab, fire blight, pear scab and powdery mildew"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Pome Granet,5,0,"Heart rot, Alternaria black spot and fruit spot"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Pump Kin,1,0,"Powdery mildew, downy mildew and Anthracnose"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Redish,1,0,"Blight, rust and radish mosic"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Snak Guard,1,0,"Leaf spot, stem blight and leaf spot"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Sugarcane,5039,462780,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Sweet potato,5,68,"Root rot, wilt and mold rot"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Tomato,13,160,"Damping off, leaf spot and canker"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Turmeric,1,4,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,SIVAGANGA,2002,Whole Year,Water Melon,3,0,"Downy mildew, powdery mildew and Anthracnose"
Tamil Nadu,SIVAGANGA,2003,Kharif,Arhar/Tur,267,163,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,2003,Kharif,Bajra,34,44,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,2003,Kharif,Cotton(lint),1169,690,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,2003,Kharif,Groundnut,7706,10613,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,2003,Kharif,Horse-gram,161,43,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,2003,Kharif,Jowar,255,157,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,2003,Kharif,Korra,1,1,"Rust, blast and brown spot"
Tamil Nadu,SIVAGANGA,2003,Kharif,Maize,7,14,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SIVAGANGA,2003,Kharif,Moong(Green Gram),107,45,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,2003,Kharif,Other Kharif pulses,711,128,"Blight, wilt and root rot"
Tamil Nadu,SIVAGANGA,2003,Kharif,Ragi,376,616,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,2003,Kharif,Rice,71955,49833,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,2003,Kharif,Sesamum,182,58,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,2003,Kharif,Small millets,56,796,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SIVAGANGA,2003,Kharif,Urad,396,162,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Ash Gourd,1,0,"Downy mildew, powdery mildew and leaf spot"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Banana,678,23984,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Beans & Mutter(Vegetable),1,0,"Anthracnose, bean root rots, rust and blights"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Ber,8,0,"Fruit rot, powdery mildew and sooty mould"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Bhindi,37,259,"Damping off, powdery mildew and wilt"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Bitter Gourd,2,0,"Yellow mosaic virus, wilt, leaf spot and root knot"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Brinjal,64,715,"Damping Off, blight and leaf spot"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Cashewnut,5568,1416,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Citrus Fruit,29,30,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Coconut,6065,70100,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Coriander,12,3,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SIVAGANGA,2003,Whole Year,Cucumber,10,0,"Anthracnose, downy mildew and gummy stem blight"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Drum Stick,2,0,"Damping off and twig canker"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Dry chillies,5178,168,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Garlic,1,6,"Damping off, purple blotch and leaf blight"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Jack Fruit,37,357,"Soft rot, die back and leaf spot."
Tamil Nadu,SIVAGANGA,2003,Whole Year,Lab-Lab,2,0,"Bacterial leaf spot and blight"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Mango,1325,5505,"Anthracnose, powdery mildew and die back disease"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Onion,27,243,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Orange,1,2,"Greening disease and citrus canker"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Other Citrus Fruit,216,0,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Other Fresh Fruits,101,0,"Citrus decline, apple scab, mango malformation, guava wilt, fire blights, banana bunchy top and wilt, brown rots of stone fruits, crown galls, downy and powdery mildews"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Other Vegetables,7,0,"Anthracnose, leaf spot,wilt and blight"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Pome Fruit,247,1734,"Apple scab, fire blight, pear scab and powdery mildew"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Pome Granet,7,0,"Heart rot, Alternaria black spot and fruit spot"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Snak Guard,2,0,"Leaf spot, stem blight and leaf spot"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Sugarcane,3357,341335,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Sweet potato,9,130,"Root rot, wilt and mold rot"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Tapioca,14,472,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SIVAGANGA,2003,Whole Year,Tomato,24,244,"Damping off, leaf spot and canker"
Tamil Nadu,SIVAGANGA,2004,Kharif,Arhar/Tur,265,177,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,2004,Kharif,Bajra,57,123,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,2004,Kharif,Castor seed,8,2,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SIVAGANGA,2004,Kharif,Cotton(lint),489,576,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,2004,Kharif,Groundnut,7295,10319,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,2004,Kharif,Horse-gram,6,2,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,2004,Kharif,Jowar,247,189,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,2004,Kharif,Maize,2,4,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SIVAGANGA,2004,Kharif,Moong(Green Gram),99,39,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,2004,Kharif,Other Kharif pulses,565,102,"Blight, wilt and root rot"
Tamil Nadu,SIVAGANGA,2004,Kharif,Ragi,706,1146,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,2004,Kharif,Rice,85141,179535,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,2004,Kharif,Sesamum,216,70,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,2004,Kharif,Small millets,14,8,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SIVAGANGA,2004,Kharif,Sunflower,33,35,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SIVAGANGA,2004,Kharif,Urad,418,153,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,2004,Whole Year,Banana,990,42052,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,2004,Whole Year,Cashewnut,4770,1999,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,2004,Whole Year,Coconut,5938,94700,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SIVAGANGA,2004,Whole Year,Coriander,27,12,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SIVAGANGA,2004,Whole Year,Dry chillies,4788,7445,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,2004,Whole Year,Onion,29,281,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SIVAGANGA,2004,Whole Year,Sugarcane,2248,195502,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,2004,Whole Year,Sweet potato,5,76,"Root rot, wilt and mold rot"
Tamil Nadu,SIVAGANGA,2004,Whole Year,Tapioca,26,1073,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SIVAGANGA,2004,Whole Year,Turmeric,28,153,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,SIVAGANGA,2005,Kharif,Arhar/Tur,150,81,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,2005,Kharif,Bajra,50,101,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,2005,Kharif,Castor seed,1,,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SIVAGANGA,2005,Kharif,Cotton(lint),284,447,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,2005,Kharif,Groundnut,6409,11622,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,2005,Kharif,Horse-gram,35,13,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,2005,Kharif,Jowar,158,139,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,2005,Kharif,Moong(Green Gram),108,36,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,2005,Kharif,Niger seed,3,,"Root rot and nest fungus attack"
Tamil Nadu,SIVAGANGA,2005,Kharif,Other Kharif pulses,341,102,"Blight, wilt and root rot"
Tamil Nadu,SIVAGANGA,2005,Kharif,Ragi,241,368,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,2005,Kharif,Rice,89924,192738,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,2005,Kharif,Sesamum,114,43,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,2005,Kharif,Small millets,9,5,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SIVAGANGA,2005,Kharif,Sunflower,13,16,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SIVAGANGA,2005,Kharif,Urad,262,86,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,2005,Whole Year,Banana,936,45962,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,2005,Whole Year,Cashewnut,4600,1776,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,2005,Whole Year,Coconut,5852,456,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SIVAGANGA,2005,Whole Year,Coriander,11,3,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SIVAGANGA,2005,Whole Year,Dry chillies,3371,3248,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,2005,Whole Year,Onion,26,208,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SIVAGANGA,2005,Whole Year,Sugarcane,3995,381890,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,2005,Whole Year,Sweet potato,1,21,"Root rot, wilt and mold rot"
Tamil Nadu,SIVAGANGA,2005,Whole Year,Tapioca,10,382,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SIVAGANGA,2005,Whole Year,Turmeric,2,11,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,SIVAGANGA,2006,Kharif,Rice,81385,109450,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,2006,Kharif,Small millets,15,9,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Arhar/Tur,110,81,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Bajra,4,6,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Banana,624,33436,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Cashewnut,4829,771,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Castor seed,2,1,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Coconut,5674,734,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Coriander,1,,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SIVAGANGA,2006,Whole Year,Cotton(lint),133,309,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,2006,Whole Year,Dry chillies,3831,1905,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Groundnut,4943,6059,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Horse-gram,48,28,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Jowar,72,73,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Maize,2,11,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Moong(Green Gram),138,80,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Onion,13,114,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Ragi,131,204,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Sesamum,101,47,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Sugarcane,6090,646186,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Sunflower,1,2,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Sweet potato,1,17,"Root rot, wilt and mold rot"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Tapioca,3,121,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Turmeric,2,11,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,SIVAGANGA,2006,Whole Year,Urad,326,186,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,2007,Kharif,Rice,76733,78939,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,2007,Kharif,Small millets,33,21,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Arhar/Tur,120,84,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Bajra,4,5,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Banana,666,31795,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Cashewnut,4637,908,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Coconut,6167,577,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Coriander,8,4,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SIVAGANGA,2007,Whole Year,Cotton(lint),893,1027,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,2007,Whole Year,Dry chillies,4564,2028,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Groundnut,5212,4370,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Horse-gram,61,27,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Jowar,85,74,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Maize,6,15,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Moong(Green Gram),52,15,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Onion,6,58,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Ragi,108,210,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Sesamum,1520,630,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Small millets,33,21,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Sugarcane,5992,602226,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Sunflower,21,33,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Tapioca,3,127,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Turmeric,1,5,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,SIVAGANGA,2007,Whole Year,Urad,545,142,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,2008,Kharif,Rice,80833,132139,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,2008,Kharif,Small millets,1007,10,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Arhar/Tur,82,50,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Bajra,6,14,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Banana,735,32673,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Cashewnut,4617,1002,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Castor seed,50,16,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Coconut,6317,859000,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Coriander,10,3,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SIVAGANGA,2008,Whole Year,Cotton(lint),253,520,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,2008,Whole Year,Dry chillies,4652,3615,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Gram,4,1,"Wilt, black rust and mould"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Groundnut,4126,6066,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Horse-gram,45,21,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Jowar,58,77,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Maize,4,15,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SIVAGANGA,2008,Whole Year,Moong(Green Gram),45,10,"Halo blight, tan spot and powdery mildew"
